Fold1,Mean±Std
54.17,54.17±nan
20.83,20.83±nan
61.67,61.67±nan
79.17,79.17±nan
80.00,80.00±nan
90.00,90.00±nan
90.83,90.83±nan
98.33,98.33±nan
69.17,69.17±nan
61.67,61.67±nan
70.58,70.58±21.51
