Fold1,Mean±Std
23.33,23.33±nan
19.17,19.17±nan
46.67,46.67±nan
92.50,92.50±nan
72.50,72.50±nan
80.83,80.83±nan
40.83,40.83±nan
83.33,83.33±nan
60.83,60.83±nan
70.83,70.83±nan
59.08,59.08±24.20
