Fold1,Mean±Std
29.17,29.17±nan
30.00,30.00±nan
44.17,44.17±nan
85.00,85.00±nan
63.33,63.33±nan
83.33,83.33±nan
85.83,85.83±nan
93.33,93.33±nan
50.00,50.00±nan
45.83,45.83±nan
61.00,61.00±23.13
